accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
AB902817	AB902817.1	GenBank		AB902817	Asia		2011-05-XX	2014-01-18	2014-01-18	717	"Homo sapiens"			Nidaira,M.,Taira,K.,Kyan,H.,Takara,T.,Okano,S.,Kudaka,J.	"Department of Biological Science; 2085 Ozato, Nanjo, Okinawa 901-1202"	Japan	Japan	Okinawa	"Nidaira et al."		0	good	1475	2176	2892	0.0967741935483871				
AB904612	AB904612.1	GenBank		AB904612	Asia		2011-10-XX	2014-01-21	2014-01-21	437	"Homo sapiens"			Nidaira,M.,Taira,K.,Kyan,H.,Takara,T.,Okano,S.,Kudaka,J.	"Department of Biological Science; 2085 Ozato, Nanjo, Okinawa 901-1202"	Japan	Japan	Okinawa	"Nidaira et al."											
AB908254	AB908254.1	GenBank		AB908254	Asia		2013-07-31	2014-08-06	2014-08-06	683	"Homo sapiens"	feces		Nakata,K.,Yamazaki,K.	"Department of Infectious Diseases; 1-3-69 Nakamichi Higashinari-ku, Osaka, Osaka 537-0025"	Japan	Japan	Osaka	"Nakata et al."											
AF081300	AF081300.1	GenBank		AF081300			XXXX-XX-XX	1999-03-04	2018-08-06	894				Oberste,M.S.,Maher,K.,Kilpatrick,D.R.,Pallansch,M.A.	"Centers for Disease Control and Prevention, Division of Virla and Rickettsial Diseases"	USA			"Oberste et al."		0	good	2682	2437	3330	0.120664057227696				
AF303042	AF303042.1	GenBank		AF303042			XXXX-XX-XX	2001-02-14	2002-12-20	393				Siafakas,N.,Markoulatos,P.,Stanway,G.	"Hellenic Pasteur Institute, Virology"	Greece			"Siafakas et al."		0	good	1179	166	558	0.0530435956269402				
AF412346	AF412346.1	GenBank		AF412346	Oceania		XXXX-XX-XX	2001-09-27	2005-04-19	346	"Homo sapiens"			Clancy,L.E.,Craig,M.E.,White,P.A.,Rawlinson,W.D.	"The Prince of Wales Hospital, Virology Division"	Australia	Australia		"Clancy et al."											
AJ295191	AJ295191.1	GenBank		"VR-168, ATCC"			XXXX-XX-XX	2001-05-15	2016-07-21	1144				"Manzara,S.,Muscillo,M.,La Rosa,G.,Marianelli,C.,Cattani,P.,Fadda,G.,Faustini,A.,Fano,V.,Zaniratti,S.,Tribuzi,L.,Perucci,C.A."	"Muscillo M., Environmental Hygiene, Istituto Superiore di Sanita', Viale Regina Elena 299, Rome, RM 00161"	Italy			"Manzara et al."		0	good	3395	40	1182	0.154271831556215				
AY421767	AY421767.1	GenBank		CA10			1950-XX-XX	2004-05-28	2004-05-28	7409				Oberste,M.S.,Penaranda,S.,Maher,K.,Pallansch,M.A.	"Centers for Disease Control and Prevention, Respiratory and Enteric Virus Branch"	USA			"Oberste et al."		0	good	22227	1	7409	1				A
AY694120	AY694120.1	GenBank		AY694120	Asia		2003-XX-XX	2007-12-31	2007-12-31	463		feces		Jeong,E.J.,Park,H.S.,Lee,J.H.,Jee,Y.M.,Jeong,H.K.	"Konkuk University, Microbiology of Medical College"	Korea	"South Korea"		"Jeong et al."		4	good	951	2893	3356	0.0626265352949116				
AY694121	AY694121.1	GenBank		AY694121	Asia		2003-XX-XX	2007-12-31	2007-12-31	468		feces		Jeong,E.J.,Park,H.S.,Lee,J.H.,Jee,Y.M.,Jeong,H.K.	"Konkuk University, Microbiology of Medical College"	Korea	"South Korea"		"Jeong et al."		4	good	936	2893	3356	0.0626265352949116				
AY697479	AY697479.2	GenBank		AY697479			XXXX-XX-XX	2005-01-26	2016-07-26	733				Oberste,M.S.,Maher,K.,Michele,S.M.,Belliot,G.,Uddin,M.,Pallansch,M.A.	"Centers for Disease Control and Prevention, Respiratory and Enteric Virus Branch"	USA			"Oberste et al."		0	good	1581	6673	7409	0.0994736131731678				
AY903639	AY903639.1	GenBank		AY903639	"North America"		XXXX-XX-XX	2005-07-31	2016-07-26	303				Nix,W.A.,Oberste,M.S.,Pallansch,M.A.	"Centers for Disease Control and Prevention, Respiratory and Enteric Viruses Branch"	USA	USA		"Nix et al."		0	good	617	2593	2895	0.0408962073154272				
AY919459	AY919459.1	GenBank		10475			XXXX-XX-XX	2005-12-25	2005-12-29	291				Oberste,M.S.,Maher,K.,Williams,A.J.,Dybdahl-Sissoko,N.,Brown,B.A.,Gookin,M.S.,Penaranda,S.,Mishrik,N.,Uddin,M.,Pallansch,M.A.	"Centers for Disease Control and Prevention, Respiratory and Enteric Virus Branch"	USA			"Oberste et al."		0	good	586	2598	6140	0.478202186529896				
AY956574	AY956574.1	GenBank		AY956574	Europe		XXXX-XX-XX	2007-03-13	2016-07-26	424				Roth,B.,Enders,M.,Arents,A.,Pfitzner,A.,Terletskaia-Ladwig,E.,Roth,B.N.,Diedrich,S.,Pfitzner,A.J.P.	"University of Hohenheim, General Virology"	Germany	Germany		"Roth et al."		0	good	917	2913	4481	0.211769469564044				
AY956577	AY956577.1	GenBank		AY956577	Europe		XXXX-XX-XX	2007-03-13	2016-07-26	739				Roth,B.,Enders,M.,Arents,A.,Pfitzner,A.,Terletskaia-Ladwig,E.,Roth,B.N.,Diedrich,S.,Pfitzner,A.J.P.	"University of Hohenheim, General Virology"	Germany	Germany		"Roth et al."		0	good	1570	2598	4481	0.254285328654339				
DQ251300	DQ251300.1	GenBank		Eps_CVA10	Europe	Epsom	XXXX-XX-XX	2005-11-14	2016-07-26	219				Simmonds,P.,Welch,J.	"The University of Edinburgh, Virus Evolution Group, Centre for Infectious Diseases"		"United Kingdom"	England	"Simmonds et al."											
DQ251344	DQ251344.1	GenBank		Eps_CVA10	Europe	Epsom	XXXX-XX-XX	2005-11-14	2016-07-26	275				Simmonds,P.,Welch,J.	"The University of Edinburgh, Virus Evolution Group, Centre for Infectious Diseases"		"United Kingdom"	England	"Simmonds et al."		0	good	601	2996	3270	0.0371170198407342				
DQ251391	DQ251391.1	GenBank		Eps_CVA10	Europe	Epsom	XXXX-XX-XX	2005-11-14	2016-07-26	184				Simmonds,P.,Welch,J.	"The University of Edinburgh, Virus Evolution Group, Centre for Infectious Diseases"		"United Kingdom"	England	"Simmonds et al."		4	good	388	6910	7113	0.0275340801727629				
DQ317287	DQ317287.1	GenBank		NO-216	Europe		2002-08-XX	2006-11-07	2016-07-26	497				Witso,E.,Palacios,G.,Cinek,O.,Stene,L.C.,Grinde,B.,Janowitz,D.,Lipkin,W.I.,Ronningen,K.S.	"Norwegian Institute of Public Health, Div. of Epidemiology"	Norway	Norway		"Witso et al."											
DQ317288	DQ317288.1	GenBank		NO-276/1	Europe		2002-09-XX	2006-11-07	2016-07-26	598				Witso,E.,Palacios,G.,Cinek,O.,Stene,L.C.,Grinde,B.,Janowitz,D.,Lipkin,W.I.,Ronningen,K.S.	"Norwegian Institute of Public Health, Div. of Epidemiology"	Norway	Norway		"Witso et al."		0	good	1294	2885	3482	0.0807126467809421				
DQ317289	DQ317289.1	GenBank		NO-1049	Europe		2003-08-XX	2006-11-07	2016-07-26	627				Witso,E.,Palacios,G.,Cinek,O.,Stene,L.C.,Grinde,B.,Janowitz,D.,Lipkin,W.I.,Ronningen,K.S.	"Norwegian Institute of Public Health, Div. of Epidemiology"	Norway	Norway		"Witso et al."		0	good	1381	2887	3513	0.0846268052368741				
DQ317290	DQ317290.1	GenBank		NO-83	Europe		2002-04-XX	2006-11-07	2016-07-26	627				Witso,E.,Palacios,G.,Cinek,O.,Stene,L.C.,Grinde,B.,Janowitz,D.,Lipkin,W.I.,Ronningen,K.S.	"Norwegian Institute of Public Health, Div. of Epidemiology"	Norway	Norway		"Witso et al."		0	good	1365	2886	3512	0.0846268052368741				
DQ317291	DQ317291.1	GenBank		NO-149	Europe		2002-07-XX	2006-11-07	2016-07-26	222				Witso,E.,Palacios,G.,Cinek,O.,Stene,L.C.,Grinde,B.,Janowitz,D.,Lipkin,W.I.,Ronningen,K.S.	"Norwegian Institute of Public Health, Div. of Epidemiology"	Norway	Norway		"Witso et al."		0	good	490	2994	3215	0.0299635578350655				
EU077514	EU077514.1	GenBank		2004-1052			XXXX-XX-XX	2007-12-10	2016-07-26	445				"de Vries,M.,Pyrc,K.,Berkhout,R.,Vermeulen-Oost,W.,Dijkman,R.,Jebbink,M.F.,Bruisten,S.,Berkhout,B.,van der Hoek,L."	"Academic Medical Center of the University of Amsterdam, Medical Microbiology"	Netherlands			"de Vries et al."		0	good	959	2912	3356	0.06006208665137				
FJ598088	FJ598088.1	GenBank		China/GD331/2008	Asia		2008-05-XX	2009-12-31	2016-07-24	653	"Homo sapiens"			Wu,D.,Ke,C.W.,Yan,J.,Zheng,H.Y.,Mo,Y.L.,Guo,X.,Zhang,X.	"Institute of Microbiology, Center for Disease Control and Prevention"		China		"Wu et al."		0	good	1353	544	6453	0.797678499122689				
FJ598089	FJ598089.1	GenBank		China/GDsz1/2008	Asia		2008-05-XX	2009-12-31	2016-07-24	648	"Homo sapiens"			Wu,D.,Ke,C.W.,Yan,J.,Zheng,H.Y.,Mo,Y.L.,Guo,X.,Zhang,X.	"Institute of Microbiology, Center for Disease Control and Prevention"		China		"Wu et al."		4	good	1336	467	2197	0.233634768524767				
FR796476	FR796476.1	GenBank		ESP08/54572	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796477	FR796477.1	GenBank		ESP08/54574	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796478	FR796478.1	GenBank		ESP08/54575	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2408	2184	3419	0.166824132811446				
FR796479	FR796479.1	GenBank		ESP08/54576	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		1.777778	good	2404	2184	3419	0.166554190848967				C
FR796480	FR796480.1	GenBank		ESP08/54582	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796481	FR796481.1	GenBank		ESP08/54599	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796482	FR796482.1	GenBank		ESP08/54601	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2400	2184	3419	0.166824132811446				
FR796483	FR796483.1	GenBank		ESP08/54602	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		4	good	2442	2184	4481	0.310163314887299				D
FR796484	FR796484.1	GenBank		ESP08/54622	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796485	FR796485.1	GenBank		ESP08/54624	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0.444444	good	2408	2184	3419	0.166689161830207				
FR796486	FR796486.1	GenBank		ESP08/54628	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796487	FR796487.1	GenBank		ESP08/54636	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796488	FR796488.1	GenBank		ESP08/54667	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796489	FR796489.1	GenBank		ESP08/54696	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2428	2184	4872	0.362936968551761				
FR796490	FR796490.1	GenBank		ESP08/54697	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2424	2184	4872	0.362936968551761				C
FR796491	FR796491.1	GenBank		ESP08/54698	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2424	2184	4872	0.362936968551761				
FR796492	FR796492.1	GenBank		ESP08/54753	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
FR796493	FR796493.1	GenBank		ESP08/56643	Europe		2008-XX-XX	2011-12-02	2011-12-09	1153	"Homo sapiens"	feces		Bracho,M.A.,Gonzalez-Candelas,F.,Valero,A.,Cordoba,J.,Salazar,A.	"to the INSDC. Bracho M.A., Genomics and Health, CSISP, Avinguda Catalunya 21, 46020"	Spain	Spain	Valencia	"Bracho et al."		0	good	2404	2184	3419	0.166824132811446				
GQ214172	GQ214172.1	GenBank		H167F/SD/CHN/2008/CA10	Asia		2008-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		4	good	1815	2437	3330	0.120664057227696				B
GQ214173	GQ214173.1	GenBank		H450F/SD/CHN/2008/CA10	Asia		2008-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		0	good	1846	2437	3330	0.120664057227696				
GQ214174	GQ214174.1	GenBank		H580F/SD/CHN/2008/CA10	Asia		2008-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		0	good	1818	2437	3330	0.120664057227696				B
GQ214175	GQ214175.1	GenBank		H587F/SD/CHN/2008/CA10	Asia		2008-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		0	good	1850	2437	3330	0.120664057227696				B
GQ214176	GQ214176.1	GenBank		04294/SD/CHN/2004/CA10	Asia		2004-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		0	good	1854	2437	3330	0.120664057227696				B
GQ214177	GQ214177.1	GenBank		06251/SD/CHN/2006/CA10	Asia		2006-XX-XX	2009-07-04	2016-07-24	894	"Homo sapiens"	feces		Xu,A.,Wang,H.,Yang,H.,Li,Y.,Tao,Z.,Fan,Q.	"Shandong Center for Disease Control and Prevention, Division of EPI"		China	Shandong	"Xu et al."		0	good	1826	2437	3330	0.120664057227696				B
GQ449272	GQ449272.1	GenBank		CU30	Asia		2009-XX-XX	2010-02-10	2016-07-25	158	"Homo sapiens"			Chatproedprai,S.,Theanboonlers,A.,Korkong,S.,Thongmee,C.,Wananukul,S.,Poovorawan,Y.,Theamboonlers,A.,Chatproedprai,S.C.	"Center of Excellence in Clinical Virology, Chulalongkorn University, Pediatrics"	Thailand	Thailand		"Chatproedprai et al."		0	good	346	3013	4461	0.19557295181536				
GQ914903	GQ914903.1	GenBank		GQ914903	Asia		XXXX-XX-XX	2010-09-07	2016-07-25	328	"Homo sapiens"	feces		Khetsuriani,N.,Kutateladze,T.,Zangaladze,E.,Shutkova,T.,Penaranda,S.,Nix,W.A.,Pallansch,M.A.,Oberste,M.S.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	USA	Georgia	"Georgia (Asia)"	"Khetsuriani et al."											
GU198761	GU198761.1	GenBank		NUH0029/SIN/08	Asia		2008-05-21	2009-12-19	2011-08-25	372	"Homo sapiens"	oronasopharynx		Wu,Y.,Yeo,A.,Phoon,M.C.,Tan,E.L.,Poh,C.L.,Quak,S.H.,Chow,V.T.,Chow,V.T.K.	"National University of Singapore, Microbiology"	Singapore	Singapore		"Wu et al."		0	good	942	193	567	0.0506141179646376				
GU198762	GU198762.1	GenBank		NUH0030/SIN/08	Asia		2008-05-23	2009-12-19	2011-08-25	372	"Homo sapiens"	oronasopharynx		Wu,Y.,Yeo,A.,Phoon,M.C.,Tan,E.L.,Poh,C.L.,Quak,S.H.,Chow,V.T.,Chow,V.T.K.	"National University of Singapore, Microbiology"	Singapore	Singapore		"Wu et al."		0	good	958	193	567	0.0506141179646376				
GU248485	GU248485.1	GenBank		GU248485	Europe		2002-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Slovakia		"Blomqvist et al."		0	good	559	2629	2893	0.0357673100283439				E
GU248486	GU248486.1	GenBank		GU248486	Europe		2007-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Slovakia		"Blomqvist et al."		0	good	547	2629	2893	0.0357673100283439				
GU248487	GU248487.1	GenBank		GU248487	Europe		2007-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Slovakia		"Blomqvist et al."		0	good	547	2629	2893	0.0357673100283439				
GU248488	GU248488.1	GenBank		GU248488	Europe		2008-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."		0	good	539	2629	2893	0.0357673100283439				
GU248489	GU248489.1	GenBank		GU248489	Europe		1999-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."		0	good	535	2629	2893	0.0357673100283439				H
GU248490	GU248490.1	GenBank		GU248490	Europe		2001-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Russia		"Blomqvist et al."		0	good	555	2629	2893	0.0357673100283439				E
GU248491	GU248491.1	GenBank		GU248491	Africa		2007-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Egypt		"Blomqvist et al."											I
GU248492	GU248492.1	GenBank		GU248492	Europe		2008-XX-XX	2010-05-26	2016-07-25	229	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."											
GU248493	GU248493.1	GenBank		GU248493	Europe		2008-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."											
GU248494	GU248494.1	GenBank		GU248494	Europe		2008-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."		0	good	535	2629	2893	0.0357673100283439				
GU248495	GU248495.1	GenBank		GU248495	Europe		2008-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."											
GU248496	GU248496.1	GenBank		GU248496	Europe		2008-XX-XX	2010-05-26	2016-07-25	228	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."		0	good	480	2629	2856	0.0307733837224997				
GU248497	GU248497.1	GenBank		GU248497	Europe		2008-XX-XX	2010-05-26	2016-07-25	265	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."											
GU248498	GU248498.1	GenBank		GU248498	Europe		2008-XX-XX	2010-05-26	2016-07-25	228	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."		0	good	476	2629	2856	0.0307733837224997				
GU248499	GU248499.1	GenBank		GU248499	Europe		2008-XX-XX	2010-05-26	2016-07-25	222	"Homo sapiens"			Blomqvist,S.,Klemola,P.,Kaijalainen,S.,Paananen,A.,Simonen,M.L.,Vuorinen,T.,Roivainen,M.,Simonen,M.-L.	"National Institute for Health and Welfare, Department of Infectious Disease Surveillance and Control, Gastrointestinal Infections Unit"	Finland	Finland		"Blomqvist et al."											
